Region,Data Type,Interest Rate Type,Frequency,Unit,date,value
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/12,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/13,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/14,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/15,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/16,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/17,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/18,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/19,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/20,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/21,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/22,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/23,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/24,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/25,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/26,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/27,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/28,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/29,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/30,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/5/31,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/1,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/2,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/3,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/4,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/5,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/6,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/7,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/8,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/9,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/10,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/11,0.9
US,Interest Rate,Interest Rate on Reserves,Daily,Percentage (%),2022/6/12,0.9
